Date dd/mm/yyyy,Startup Name,Industry Vertical,Location,Investors Name,InvestmentnType,Amount in USD
\\xc2\\xa010/7/2015,Infinity Assurance,\\xc2\\xa0Warranty Programs Service Administration,New Delhi,\\xc2\\xa0Indian Angel Network,Seed Funding,13.304684934198283
10/07/2015,Footprints Education,\\xc2\\xa0Pre-School Chain,Gurgaon,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,13.437174117244362
10/07/2015,Loylty Rewards,\\xc2\\xa0Premium Loyalty Rewards Point Management,Mumbai,\\xc2\\xa0IndianIdeas.com,Private Equity,16.778202977440063
13/07/2015,Ameyo,\\xc2\\xa0Contact Center Software Platform,Gurgaon,\\xc2\\xa0Forum Synergies PE Fund,Private Equity,15.424948470398375
13/07/2015,Mamagoto,\\xc2\\xa0Casual Dining restaurant Chain,New Delhi,\\xc2\\xa0Goldman Sachs,Private Equity,16.11809565095832
13/07/2015,Satvacart,\\xc2\\xa0Online Grocery Delivery,Gurgaon,\\xc2\\xa0Palaash Ventures,Seed Funding,0.0
14/07/2015,MySmartPrice,Online comparison engine,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,16.11809565095832
14/07/2015,Zenify,Residential Rental management platform,Bengaluru,Atul Jalan,Seed Funding,0.0
14/07/2015,Boxmyspace,Physical Storage warehouses,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,12.611537753638338
14/07/2015,HackerRank,Tech Recruitment platform,Bengaluru,HR Technology fund,Private Equity,15.830413578506539
14/07/2015,WickedRide,Bike Rental Platform,Bengaluru,Undisclosed,Seed Funding,13.579788224443204
14/07/2015,WoWexpress,Tech enabled logistics platform,Mumbai,Tamarind Family Private Trust,Seed Funding,13.122363377404328
15/07/2015,Oyo Rooms,Budget Hotel Accommodation,Gurgaon,"Softbank, Sequoia Capital",Private Equity,18.420680743952367
15/07/2015,Mobikon,Restaurant customer engagement platform,Pune,Jungle Ventures,Private Equity,14.648419680899378
15/07/2015,InstaLively.com,Live video streaming app,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,0.0
15/07/2015,Roadrunnr,Hyper local logistics platform,Bengaluru,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,16.213405830762646
16/07/2015,Ketto,Crowd Funding Platform,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,13.458835614025542
17/07/2015,QuikWallet,F&B sector Mobile Payment platform,Mumbai,Snow Leopard Technology Ventures,Private Equity,14.28551418721001
17/07/2015,Omnikart,Industrial Supplies B2B ecommerce,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,11.512925464970229
20/07/2015,Zo Rooms,Online budget hotel chain,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,16.523560759066484
20/07/2015,Innoviti,Payment Solutions platform,Bengaluru,"Catamaran Ventures, New India Investment Corporation",Private Equity,15.394489262913666
21/07/2015,ZenRadius,Online Hiring Platform,Bengaluru,"Tracxn Labs, Deepak Singh",Seed Funding,0.0
21/07/2015,Joy by nature,Organic Food ecommerce,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,13.815510557964274
22/07/2015,Iqlect,Big Data & Analytics platform,Bengaluru,Exfinity Venture Partners,Private Equity,14.508657738524219
22/07/2015,deGustibus,Fine Dining Restaurant Chain,Mumbai,India Value Fund Advisors,Private Equity,17.216707939626428
23/07/2015,Nestaway,Luxury Rental Homes,Bengaluru,"Flipkart, Tiger Global",Private Equity,16.36104182956871
23/07/2015,Mswipe,Mobile Point of Sale payment solution,Bengaluru,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,17.034386382832476
23/07/2015,Myonsto,Online Grocers,Ahmedabad,Jayant Bokadia,Seed Funding,12.676076274775909
23/07/2015,iCrushiFlush,Casual Dating App,Mumbai,IDG Ventures India,Seed Funding,0.0
23/07/2015,MedGenome,Clinical Genomics Provider,Bengaluru,Sequoia Capital,Private Equity,16.811242831518264
23/07/2015,HolidayIQ,Travel information portal,Bengaluru,MakeMyTrip,Private Equity,16.523560759066484
23/07/2015,Fitternity,Fitness Marketplace,Mumbai,Exfinity Venture Partners,Private Equity,13.815510557964274
23/07/2015,Quikr,Online & Mobile classified listings,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,17.909855120186375
23/07/2015,JetSetGo,Private Jet/ Helicopter Marketplace,New Delhi,YourWeCan Ventures,Seed Funding,0.0
24/07/2015,BroEx,Real Estate Broker network App,Gurgaon,Lightspeed India,Private Equity,13.815510557964274
25/07/2015,Shopatplaces,Ethnic/ Traditional Fashion Store,New Delhi,Indian Angel Network,Seed Funding,0.0
25/07/2015,CredR,Used Bikes Marketplace,Mumbai,Fidelity Growth Partners,Private Equity,16.523560759066484
27/07/2015,ManageMySpa,Spa & Salon Management Software,Hyderabad,Accel Partners,Private Equity,15.60727002719233
27/07/2015,Townrush,B2B logistics delivery platform,Bengaluru,Lightspeed Venture Partners,Seed Funding,0.0
27/07/2015,Locus,Logistics Automation Platform,Bengaluru,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,0.0
27/07/2015,Bevy,Online Hiring Platform,Bengaluru,Varun Agarwal & Others,Seed Funding,0.0
28/07/2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,18.420680743952367
28/07/2015,Flipkart.com,Online Marketplace,Bengaluru,Steadview Capital and existing investors,Private Equity,20.36659089300768
28/07/2015,Opinio,Hyperlocal food & grocery store,Bengaluru,"Accel Partners, Traxcn Labs & Others",Seed Funding,14.077874822431765
28/07/2015,Zoctr,Health-Tech platform,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,13.815510557964274
29/07/2015,Zimmber,Hyperlocal Handyman Services,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,14.508657738524219
29/07/2015,trueHb,Medical Tech Instruments,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,14.690979295318174
29/07/2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,Bengaluru,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,17.72753356339242
29/07/2015,Swajal,Innovative Water Solutions,Gurgaon,Abhishek Gupta,Private Equity,13.997832114758229
30/07/2015,Pipa Bella,Online Jewelry Store,Mumbai,LionRock Capital,Private Equity,13.304684934198283
30/07/2015,Pragmatix,Business intelligence & Analytics,Mumbai,SIDBI Venture Capital Ltd,Private Equity,14.690979295318174
30/07/2015,Droom.in,Used Vehicle Marketplace,New Delhi,"Lightbox Ventures, Beenos",Private Equity,16.588099280204055
30/07/2015,MadRat Games,Educational Board Games,Bengaluru,"Kunal Bahl, Rohit Bansal",Seed Funding,12.031719258385396
30/07/2015,Noodle Play,Chinese food delivery,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,12.031719258385396
30/07/2015,Wassup,On-Demand Laundry & Dry cleaning App,Chennai,B S Nagesh,Private Equity,0.0
30/07/2015,Cartisan,On-Demand Car services App,Bengaluru,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed Funding,0.0
31/07/2015,LazyLad,Hyperlocal Grocery App,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,13.122363377404328
31/07/2015,TripFactory,Online Curated Holiday package bookings,Bengaluru,"Aarin Capital Partners,",Private Equity,0.0
31/07/2015,Prothom,Hasbro Toy Manufacturer,Pune,Oliphabs Capital,Private Equity,14.508657738524219
31/07/2015,Bona Vita,Travel Tech,Gurgaon,MakeMyTrip,Private Equity,15.424948470398375
01/06/2015,Vyomo,Beauty and Wellness Platform,New Delhi,Aprameya Radhakrishna,Seed Funding,0.0
01/06/2015,Veeba Foods,Healthy Food Manufacturer,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,15.60727002719233
01/06/2015,Truebil,Used Car Marketplace,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,13.122363377404328
01/06/2015,Meritnation,Online Learning Platform,New Delhi,InfoEdge,Private Equity,15.201804919084164
01/06/2015,Eattreatonline,Healthy Food Online Community,New Delhi,Group of 15 Angel Investors,Seed Funding,12.765688433465597
01/06/2015,CredR,Used two-wheeler Marketplace,Mumbai,GrowthStory,Seed Funding,0.0
01/06/2015,Glamrs,Online Fashion Video Portal,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,13.815510557964274
01/06/2015,Proviera,Probiotic Technology Products Manufacturer,Chennai,Infuse Ventures,Private Equity,13.217673557208654
01/06/2015,Arth DesignBuild,Architectural Design & Consulting,Hyderabad,Srinivas Tirupati,Seed Funding,13.122363377404328
02/06/2015,Saama,Big Data & Analytics Services,Multiple Cities,Carrick Capital Partners,Private Equity,17.37085861945369
02/06/2015,AllIzHealth,Preventive Healthcare Services,Pune,Mumbai Angels & Other angel investors,Seed Funding,12.765688433465597
02/06/2015,Karma Healthcare,Tech-enabled Rural Healthcare Services,Udaipur,Ennovent Impact Investment Holding,Private Equity,0.0
03/06/2015,Entropy Innovations,Engineering Innovations,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,0.0
03/06/2015,Propstack,Real Estate Intelligence Platform,Mumbai,DMG Information,Private Equity,14.914122846632385
03/06/2015,MyTaxiIndia,Online Car Rental Affiliates,New Delhi,Green House Ventures,Seed Funding,11.512925464970229
03/06/2015,Arkin Net,Data Center Software platform,Multiple Cities,Nexus Venture Partners,Private Equity,16.523560759066484
03/06/2015,Little Black Book Delhi,Online City & Lifestyle Guide,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,11.918390573078392
03/06/2015,MyPoolin,P2P Payments platform,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,0.0
03/06/2015,iCustomadeit,Bespoke Merchandize Marketplace,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,12.429216196844383
03/06/2015,KAARYAH,Women Lifestyle Marketplace,Gurgaon,Ratan Tata,Seed Funding,0.0
04/06/2015,Ecom Express,Logistics Solution Provider,New Delhi,Warburg Pincus,Private Equity,18.735491483792398
04/06/2015,Vidooly,Video Intelligence Platform,Noida,Bessemer Venture Partners,Private Equity,13.815510557964274
04/06/2015,Zopper,Hyperlocal Shopping App,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,16.811242831518264
04/06/2015,Flipkart,eCommerce platform,Bengaluru,Morgan Stanley,Private Equity,17.72753356339242
05/06/2015,kWatt Solutions,Renewable energy solutions,Mumbai,Unknown,Seed Funding,13.122363377404328
05/06/2015,Medwell Ventures,Healthcare\\nService provider,Bengaluru,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,16.11809565095832
05/06/2015,Jugnoo,Auto Rickshaw Based Services,Multiple Cities,"Snow Leopard, Paytm",Private Equity,15.424948470398375
08/06/2015,PosterGully,Artist / Designer Marketplace,New Delhi,"Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.",Seed Funding,0.0
08/06/2015,Applied Solar Technologies,Off-grid Solar Power,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,17.50439001207821
09/06/2015,Clovia,Private Label lingerie Ecommerce,New Delhi,IvyCap Ventures,Private Equity,15.424948470398375
09/06/2015,Swiggy,Online Food Ordering,Bengaluru,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,16.61887093887081
09/06/2015,PayMango,Mobile Commerce Platform,Gurgaon,Group of Angel Investors,Seed Funding,12.363076394339839
09/06/2015,Printland,Online Printing Services,New Delhi,SIDBI Venture Capital Ltd,Private Equity,0.0
09/06/2015,Teritree,Digital Marketing Services,Bengaluru,KCL,Seed Funding,11.84939770159144
10/06/2015,Guiddoo,Travel Guide Mobile App,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,0.0
10/06/2015,Voonik,Fashion Ecommerce store,Bengaluru,"Sequoia Capital, Seedfund",Private Equity,15.424948470398375
11/06/2015,AdStringO,Mobile Compression Software,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,12.765688433465597
11/06/2015,Faircent.com,Peer to Peer Lending platform,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,12.429216196844383
12/06/2015,La Renon,Global Healthcare products,Ahmedabad,Sequoia Capital,Private Equity,16.588099280204055
15/06/2015,Homelane,Home Furnishing Solutions,Bengaluru,Sequoia Capital,Private Equity,17.72753356339242
15/06/2015,iSTAR,Skill Training & Placement Platform,Bengaluru,Unitus Seed Fund,Private Equity,0.0
15/06/2015,Shippr,Intra-City Logistics service,Bengaluru,i2india Pvt Ltd,Seed Funding,13.122363377404328
16/06/2015,FoodAbhi,online tiffin service aggregator,Mumbai,Group of angel investors,Seed Funding,0.0
16/06/2015,Karma Recycling,Electronic Goods recycling service,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,0.0
16/06/2015,CouponRaja,Online Coupon & comparison platform,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,13.122363377404328
17/06/2015,Babychakra,Parents & Kids Online platform,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,0.0
17/06/2015,Jiffstore,Online Grocery platform,Bengaluru,"Unitus Seed Fund, Times Internet",Seed Funding,0.0
17/06/2015,MyDentist,Dental Clinic chain,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,15.919644712234481
18/06/2015,Moovo,On-Demand Logistics Service,New Delhi,YouWeCan Ventures,Seed Funding,0.0
18/06/2015,Fracktal Works,3D Printer Manufacturer,Bengaluru,Neoteric Infomatique Limited,Private Equity,14.914122846632385
18/06/2015,Hansa Customer Equity,IT / Customer Engagement Consulting,Mumbai,ASK Pravi,Private Equity,15.424948470398375
18/06/2015,HealthifyMe,Health & Fitness App,Bengaluru,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Equity,0.0
18/06/2015,CAKART.in,Online Education Marketplace,Bengaluru,Sunil Maheshwari & group of investors,Seed Funding,0.0
19/06/2015,Housejoy,Home services marketplace,Bengaluru,Matrix Partners,Private Equity,15.201804919084164
19/06/2015,FundsIndia.com,Financial Services Platform,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,16.213405830762646
20/06/2015,Cupick,Social Network for Artists,Bengaluru,Group of Angel Investors from US/India,Seed Funding,11.695247021764184
20/06/2015,Tracxn,Startup funding platform,Bengaluru,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,16.11809565095832
21/06/2015,Holachef,Food Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,14.946912669455374
22/06/2015,elong,Data Driven recruitment recommendation,Bengaluru,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,15.424948470398375
22/06/2015,Ixigo,Travel Search Engine,Gurgaon,Micromax Informatics,Private Equity,0.0
22/06/2015,SkillAngels,Brain Games Platform,Chennai,Sprout Angels LLP,Seed Funding,0.0
22/06/2015,Vidgyor,Video Advertisement Platform,Bengaluru,AngelPrime,Seed Funding,13.122363377404328
22/06/2015,Banihal,Algorithmic Match Making Platform,Multiple Cities,Dr David Cheriton,Seed Funding,0.0
23/06/2015,Goodservice,Mobile Chat based concierge service,New Delhi,Sequoia Capital,Private Equity,14.28551418721001
23/06/2015,Treebo,Online Budget Hotel Booking Service,Bengaluru,"Matrix Partners India, SAIF Partners",Private Equity,15.60727002719233
23/06/2015,EduKart,Online education marketplace,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,13.815510557964274
23/06/2015,Healthians.com,Preventive healthcare services,Hyderabad,YouWeCan Ventures,Seed Funding,0.0
24/06/2015,LabInApp,Science Learning App,Bengaluru,Unitus Seed Fund,Seed Funding,0.0
24/06/2015,Syona Cosmetics,Beauty and Wellness platform,Chennai,Chennai Angels,Seed Funding,0.0
24/06/2015,Sigrid Education,Online Education Platform,Noida,Oliphans Capital,Seed Funding,0.0
24/06/2015,Indix,SaaS product intelligence platform,Bengaluru,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,16.523560759066484
24/06/2015,The Porter,Logistics Tech,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,15.520258650202699
24/06/2015,Retention.ai,App Analytics platform,Bengaluru,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,13.122363377404328
25/06/2015,Fusion Microfinance,Micro Finance Platform,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,15.967272761223736
25/06/2015,Zinka,Freight logistics platform,Bengaluru,"Accel Partners, Flipkart",Private Equity,15.60727002719233
26/06/2015,CreditMantri,Credit Management Services,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,14.73180128983843
26/06/2015,GetMyPeon,Hyperlocal Handyman Services,Mumbai,Undisclosed investors,Seed Funding,12.429216196844383
29/06/2015,UrbanClap,Hyperlocal services marketplace,New Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,16.11809565095832
29/06/2015,StayGlad,Beauty services Mobile Marketplace,Bengaluru,"Tracxn Labs, Sahil Barua",Seed Funding,0.0
29/06/2015,AdWyze,Marketing / Advertising Automation platform,Bengaluru,Mape Advisory,Seed Funding,13.815510557964274
29/06/2015,Zimmber,Hyperlocal Handyman Services,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,12.89921982609012
30/06/2015,Buttercups,Online Lingerie platform,Bengaluru,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",Seed Funding,0.0
30/06/2015,RailYatri,Railways Information Mobile app,Bengaluru,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama",Private Equity,0.0
30/06/2015,aagaar.com,Hyperlocal grocery delivery,Gurgaon,Group of Investors,Seed Funding,0.0
30/06/2015,Flatchat,Flat rental Mobile App,Bengaluru,Commonfloor,Private Equity,14.73180128983843
30/06/2015,MyCFO,Wealth Management Platform,Mumbai,Sameer Koticha,Private Equity,14.22097566607244
01/05/2015,Foodpanda,Online Food Delivery,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,18.420680743952367
01/05/2015,Termsheet,Fund Raising Platform,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,11.512925464970229
04/05/2015,Applicate,Workforce Management Software,Bengaluru,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,13.217673557208654
04/05/2015,World Art Community,Online Art Marketplace,Gurgaon,Viraj Tyagi & others,Seed Funding,12.206072645530174
04/05/2015,SpoonJoy,Online Food Delivery,Bengaluru,SAIF Partners,Seed Funding,13.815510557964274
05/05/2015,Seed Schools,Affordable Education,Hyderabad,Acumen Fund,Seed Funding,13.38472764187182
05/05/2015,Ignis Careers,Career Development,Hyderabad,Acumen Fund,Seed Funding,12.429216196844383
05/05/2015,Square Yards,Real Estate Advisory,Gurgaon,Undisclosed Investors,Private Equity,15.60727002719233
05/05/2015,Fintellix,Banking Analytics Platform,Bengaluru,"IDG Ventures, Sequoia Capital",Private Equity,16.523560759066484
05/05/2015,Customer360,Customer Engagement Platform,Mumbai,Vishwas Patel,Seed Funding,0.0
06/05/2015,Delhivery,Ecommerce Logistics,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,18.258161814454592
06/05/2015,Swiggy,Online Food Delivery,Bengaluru,Norwest Venture Partners,Private Equity,16.523560759066484
07/05/2015,Uniphore,Speech Recognition Solutions,Chennai,"IDG Ventures, Kris Gopalakrishnan",Private Equity,0.0
07/05/2015,Box8,Online Food Delivery,Mumbai,Mayfield Ventures,Private Equity,15.068273526459642
07/05/2015,Toppr,Online Education Platform,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,16.11809565095832
07/05/2015,Vedantu,Online Education Platform,Bengaluru,"Accel Partners, Tiger Global Management",Private Equity,15.424948470398375
08/05/2015,BuyHatke,Online Product Comparison,Bengaluru,"S.Gopalakrishnan, Beenos",Seed Funding,13.815510557964274
08/05/2015,KleverKid,Online Education Platform,New Delhi,Aarin Capital Partners,Seed Funding,0.0
08/05/2015,Uniken,Online Security Platform,Pune,Exfinity Ventures,Private Equity,14.508657738524219
08/05/2015,GrandOpinion,Online Medical Diagnostic,New Delhi,Florida based Angel investor,Seed Funding,11.918390573078392
08/05/2015,HealthifyMe,Health & Fitness App,Bengaluru,Micromax Informatics,Private Equity,0.0
12/05/2015,ZapStitch,Cloud Data Integration Platform,Bengaluru,"Helion Venture Partners, Orios Venture Partners",Private Equity,14.508657738524219
12/05/2015,Wassup,Mobile Laundry Cleaning Service,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,14.508657738524219
12/05.2015,Mobiefit,Mobile Fitness App,Goa,Prototyze,Seed Funding,0.0
12/05.2015,Plancess,Online Education Platform,Mumbai,"Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri",Seed Funding,14.508657738524219
12/05/2015,WorkHorse,Service-On-Demand Mobile App,Mumbai,Undisclosed Investors,Seed Funding,0.0
13/05/2015,Innovaccer,Intelligent Data Analytics,Noida,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,0.0
13/05/2015,MyCuteOffice,Online Office Rental,Mumbai,Lead Angels,Seed Funding,0.0
14/05/2015,IndianRoots.com,Lifestyle Ecommerce Portal,Gurgaon,KJS Group,Private Equity,15.424948470398375
14/05/2015,RedPolka,Online Fashion Aggregator,Mumbai,Undisclosed Investors,Seed Funding,12.429216196844383
15/05/2015,Venturesity,Online Job skills Showcase,Bengaluru,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,12.506177237980511
18/05/2015,TheBetterIndia.com,Online News Media,Bengaluru,Mohandas Pai,Seed Funding,0.0
18/05/2015,Awaaz De,Enterprise Communication Platform,Ahmedabad,Samir Shah,Seed Funding,0.0
19/05/2015,Chaayos,Offline Tea Chain,New Delhi,Tiger Global Management,Private Equity,13.815510557964274
19/05/2015,Akosha,Business Messaging App,New Delhi,Sequoia Capital,Private Equity,16.588099280204055
19/05/2015,Cooey,Health Mobile App,Bengaluru,Subhash Goyal,Seed Funding,13.060487973686241
19/05/2015,MeetUniv,Online Ed-Tech Platform,Noida,Peesh Venture Capital,Seed Funding,13.815510557964274
19/05/2015,Inspirock,Online Travel Planning,New Delhi,MakeMyTrip Innovation Fund,Private Equity,0.0
19/05/2015,Crown-it,Hyperlocal Mobile Marketplace,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,15.520258650202699
19/05/2015,Trucksfirst,Trucking Logistic Operations,Gurgaon,SAIF partners,Private Equity,16.11809565095832
20/05/2015,Lookup,B2C Messaging App,Bengaluru,Biz Stone,Private Equity,14.914122846632385
21/05/2015,SunTerrace,Rooftop Solar Plants,New Delhi,Sunergy Investors,Private Equity,0.0
22/05/2015,Nudgespot,Customer Engagement Platform,Bengaluru,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,13.345506928718539
22/05/2015,CarDekho,Online Car Portal,Jaipur,HDFC Bank,Private Equity,0.0
22/05/2015,EveningFlavors,Online Table Reservation,Bengaluru,Sandiep Shrivatsava,Seed Funding,13.122363377404328
25/05/2015,Razorpay,Online Payment Gateway,Bengaluru,Punit Soni,Seed Funding,0.0
25/05/2015,ZenParent,Parents focused Web Content,Bengaluru,i2india Ventures,Seed Funding,13.122363377404328
25/05/2015,Newgen Payments,Payments Solution Provider,New Delhi,Jan Manten,Seed Funding,0.0
26/05/2015,UrbanPro,On-demand Service marketplace,Bengaluru,Nirvana Venture Advisors,Private Equity,14.508657738524219
26/05/2015,Goodbox,On-Demand Business messaging,Bengaluru,Manipal Group,Seed Funding,12.206072645530174
26/05/2015,Renderlogy,Online Home D\\xc3\\xa9cor,Hyderabad,Astarc Ventures,Private Equity,13.815510557964274
27/05/2015,Postman,API Workflow platform,Bengaluru,Nexus Venture Partners,Seed Funding,13.815510557964274
27/05/2015,Casa2inns,Affordable Hotel Booking Online,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,15.424948470398375
27/05/2015,FleetRover,Logistics Intelligence,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,12.100712129872347
28/05/2015,TheKarrier,Last Mile Logistics,Bengaluru,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,12.388394202324129
28/05/2015,Zoomcar,Self-driven Car rental,Bengaluru,Sequoia Capital,Private Equity,15.424948470398375
28/05/2015,Truweight,Weight Management Service,Hyderabad,Kalaari Capital,Private Equity,0.0
30/05/2015,Ather Energy,Electric Scooter Manufacturer,Bengaluru,Tiger Global,Private Equity,16.300417207752275
03/04/2015,Swiggy,Online Food Delivery,Bengaluru,"Accel Partners, SAIF Partners",Private Equity,14.508657738524219
04/04/2015,Bluegape,Web Content Publishing,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,12.206072645530174
04/04/2015,KeepTrax,Location Based App,Multiple Cities,Unknown,Seed Funding,13.815510557964274
06/04/2015,InstaLively,Video Streaming,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,11.695247021764184
07/04/2015,Pricejugaad,Price Comparison,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,12.013700752882718
07/04/2015,Quikr,Online Classifieds,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,18.82614585206053
07/04/2015,PressPlay,Travel Entertainment,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,14.603967918328545
07/04/2015,LogiNext,Logistics Tech,Mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,0.0
08/04/2015,FirstCry.com,eCommerce,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,16.11809565095832
08/04/2015,MobiKwik,Digital / Mobile Wallet,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,17.034386382832476
08/04/2015,Olacabs,Cab Aggregator,Bengaluru,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,19.806975105072254
09/04/2015,Gadgetwood,Device Repair Svcs,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Seed Funding,12.206072645530174
09/04/2015,Bonhomia,Premium Beverages,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,14.508657738524219
09/04/2015,Changer Mints,Digital / Mobile Wallet,Kolkata,Hyderabad based investor,Seed Funding,12.013700752882718
