Date dd/mm/yyyy,Startup Name,Industry Vertical,Location,Investors Name,InvestmentnType,Amount in USD
10/02/2016,Stylofie,Consumer Internet,Gurgaon,Jaideep Mehta,Seed Funding,0.0
10/02/2016,OyBob,eCommerce,Gurgaon,Sachin Dalal,Seed Funding,0.0
12/02/2016,ActOnMagic,Technology,Bengaluru,Jayabalan Subramanian,Seed Funding,11.736069016284437
12/02/2016,Bonhomia,Food & Beverage,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,13.815510557964274
12/02/2016,iGrenEnergi,Technology,Mumbai,Sunil Mehta,Seed Funding,13.815510557964274
12/02/2016,RKSV,Consumer Internet,Mumbai,Kalaari Capital,Private Equity,15.201804919084164
15/02/2016,Aasaanjobs,Consumer Internet,Mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",Private Equity,15.424948470398375
15/02/2016,Snapdeal,eCommerce,New Delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,Private Equity,19.11382792451231
15/02/2016,Jugnoo,Consumer Internet,Multiple Cities,Saumya Tandon,Private Equity,0.0
15/02/2016,Snapbizz,Technology,Bengaluru,Ratan Tata,Private Equity,0.0
15/02/2016,GoYaNo,Consumer Internet,Gurgaon,Mukesh Kumar Gupta,Seed Funding,10.819778284410283
15/02/2016,RentSher,Consumer Internet,Bengaluru,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Funding,12.611537753638338
15/02/2016,Buddy,Finance,Bengaluru,"Blume Ventures,\\xc2\\xa0 Tracxn Labs",Seed Funding,13.122363377404328
15/02/2016,Legistify,Consumer Internet,New Delhi,Ranjit Singh,Seed Funding,0.0
16/02/2016,TableHero,Consumer Internet,Bengaluru,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,13.815510557964274
16/02/2016,BetterPlace,Technology,Bengaluru,Unitus Seed Fund,Seed Funding,13.785051350479566
16/02/2016,Salebhai,eCommerce,Ahmedabad,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",Seed Funding,0.0
16/02/2016,icustommadeit,eCommerce,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,15.201804919084164
16/02/2016,Tring,Consumer Internet,Pune,Vishwadeep Bajaj & Others,Seed Funding,0.0
16/02/2016,Medinfi,Consumer Internet,Bengaluru,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",Seed Funding,0.0
17/02/2016,Timemytask,Consumer Internet,Mumbai,Lead Angels,Seed Funding,0.0
17/02/2016,GameZop,Technology,New Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Funding,12.765688433465597
17/02/2016,Notary Mama,Consumer Internet,Bengaluru,"Dr Nandish Domlur, Amit Sandill",Seed Funding,0.0
17/02/2016,The Viral Fever,Consumer Internet,Mumbai,Tiger Global,Private Equity,16.11809565095832
17/02/2016,Avanti Learning,Education,New Delhi,Michael & Susan Dell Foundation,Private Equity,15.424948470398375
17/02/2016,Bollant Industries,Technology,Hyderabad,Ratan Tata,Private Equity,0.0
18/02/2016,GetVee,Consumer Internet,New Delhi,"Lightspeed Venture Partners, K Ganesh",Private Equity,0.0
18/02/2016,HealthKumbh,Consumer Internet,Ahmedabad,Undisclosed investor,Seed Funding,11.198214720130528
18/02/2016,Unlaze,Consumer Internet,Gurgaon,"Sujal Shah, Dino Morea",Seed Funding,0.0
18/02/2016,Tracxn,Technology,Bengaluru,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",Private Equity,0.0
18/02/2016,Careongo,ECommerce,New Delhi,Farooq Oomerbhoy & Other angel investors,Seed Funding,12.611537753638338
18/02/2016,Ark Robot,Technology,Bengaluru,Qualcomm (Through QPrize Contest),Seed Funding,12.765688433465597
19/02/2016,Jaypore,ECommerce,New Delhi,Aavishkaar,Private Equity,15.424948470398375
19/02/2016,Finance Buddha,Consumer Internet,Bengaluru,Chennai Angels,Seed Funding,0.0
19/02/2016,AlmaConnect,Consumer Internet,New Delhi,"Mohandas Pai, Varun Aggarwal",Seed Funding,0.0
19/02/2016,Advantage Club,Consumer Internet,Gurgaon,Purvi Ventures & Others,Seed Funding,12.89921982609012
19/02/2016,LocalRamu,Consumer Internet,Bengaluru,3 undisclosed investors,Seed Funding,0.0
22/02/2016,Baby Berry,Consumer Internet,Bengaluru,Nitin Bagmane & Other undisclosed investors,Seed Funding,13.815510557964274
22/02/2016,Magicpin,Consumer Internet,New Delhi,Lightspeed India,Private Equity,14.914122846632385
22/02/2016,First Eat,Consumer Internet,New Delhi,Undisclosed investor,Seed Funding,11.512925464970229
22/02/2016,SigTuple,Technology,Bengaluru,"Sachin Bansal, Binny Bansal, Accel Partners & Others",Seed Funding,0.0
22/02/2016,Taskbob,Consumer Internet,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,15.319587954740548
22/02/2016,Styledotme,Consumer Internet,New Delhi,Indian Angel Network,Seed Funding,10.51867319162636
22/02/2016,NewsLaundry,Consumer Internet,New Delhi,"Omidyar Network,\\xc2\\xa0 Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",Private Equity,0.0
23/02/2016,CupoNation,Consumer Internet,Gurgaon,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,16.213405830762646
23/02/2016,Aarav UAV,Technology,Kanpur,"StartupXseed Ventures, The Phoenix Fund and others",Seed Funding,0.0
24/02/2016,Sayfix,Consumer Internet,Bengaluru,Yajnanarayana Kammaje,Seed Funding,11.982929094215963
24/02/2016,LoanZen,Consumer Internet,Bengaluru,Tracxn Syndicate,Seed Funding,0.0
24/02/2016,NoBroker,Consumer Internet,Bengaluru,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",Private Equity,16.11809565095832
24/02/2016,AppilyEver,Consumer Internet,Hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed Funding,12.89921982609012
24/02/2016,Pocketin,Consumer Internet,Noida,Swastika Company Ltd,Seed Funding,11.918390573078392
24/02/2016,FeetApart,Consumer Internet,Bengaluru,Vishal Bali & Others,Seed Funding,0.0
25/02/2016,OfBusiness,eCommerce,Gurgaon,Matrix Partners India,Private Equity,15.424948470398375
25/02/2016,CarveNiche,Consumer Internet,Bengaluru,"Calcutta Angels, Lead Angels & Others",Seed Funding,0.0
25/02/2016,Juspay,Consumer Internet,Bengaluru,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",Private Equity,15.573368475516649
25/02/2016,Funcart,eCommerce,New Delhi,Undisclosed HNIs,Seed Funding,11.156250521031495
26/02/2016,Freedom Smart Labs,Technology,New Delhi,Kapil Goel,Seed Funding,11.884489021402711
26/02/2016,EduBridge,Consumer Internet,Mumbai,"Insitor Impact Asia Fund, Acumen Fund",Private Equity,14.73180128983843
29/02/2016,Nestaway,Consumer Internet,Bengaluru,Ratan Tata,Private Equity,0.0
29/02/2016,Hopscotch,eCommerce,Mumbai,Eduardo Saverin,Private Equity,16.38045991542581
29/02/2016,PinClick,Consumer Internet,Bengaluru,Undisclosed investors,Private Equity,0.0
01/01/2016,Smartcooky,ECommerce,New Delhi,"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",Seed Funding,0.0
01/01/2016,Helpi,Consumer Internet,Mumbai,Undisclosed Investors,Seed Funding,0.0
04/01/2016,DogSpot,ECommerce,Gurgaon,Ratan Tata,Seed Funding,0.0
04/01/2016,Career360,Education,New Delhi,MeritTrac,Private Equity,0.0
04/01/2016,B9 Beverages,Food & Beverage,New Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,15.60727002719233
05/01/2016,WIMWI Foods,Food & Beverage,Ahmedabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,0.0
05/01/2016,MyChild App,Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed Funding,11.512925464970229
05/01/2016,Instaproc,ECommerce,Noida,Dinesh Agarwal,Seed Funding,0.0
05/01/2016,360Ride,Consumer Internet,Bengaluru,Undisclosed,Seed Funding,11.918390573078392
05/01/2016,AlefnMobitech,Consumer Internet,Mumbai,Tata Capital Innovation Fund,Private Equity,15.424948470398375
06/01/2016,Tracxn,BFSI,Bengaluru,Ratan Tata,Seed Funding,0.0
06/01/2016,Qdesq,Real Estate,Gurgaon,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",Seed Funding,0.0
06/01/2016,Sensara,Technology,Bengaluru,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",Seed Funding,13.527828485512494
06/01/2016,Zebpay,Consumer Internet,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,13.815510557964274
06/01/2016,PlanMynMedicalTrip,Healthcare,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Funding,11.918390573078392
06/01/2016,MyCity4Kids,Education,Gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,14.914122846632385
06/01/2016,Justdakhila.com,Education,New Delhi,Ankur Gupta,Seed Funding,13.527828485512494
07/01/2016,PitStop,Consumer Internet,Bengaluru,Myntra/LivSpace Founders,Seed Funding,0.0
07/01/2016,Bikxie,Consumer Internet,Gurgaon,Undisclosed Investors,Seed Funding,0.0
07/01/2016,Infurnia,Consumer Internet,Bengaluru,Idein Ventures,Seed Funding,11.982929094215963
07/01/2016,Myly,Education,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,11.512925464970229
07/01/2016,MakeMyTrip,Consumer Internet,Gurgaon,Ctrip.com International Ltd,Private Equity,19.008467408854486
08/01/2016,Melorra,ECommerce,Bengaluru,Lightbox Ventures,Private Equity,15.424948470398375
08/01/2016,ConfirmTKT,Consumer Internet,Bengaluru,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed Funding,12.429216196844383
08/01/2016,Gyaanzone,Education,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,10.714417768752456
08/01/2016,FlatFurnish,Consumer Internet,Gurgaon,Arun Chandra Mohan,Seed Funding,0.0
09/01/2016,Lumiere,ECommerce,Bengaluru,Undisclosed investors,Private Equity,0.0
11/01/2016,Koovs,ECommerce,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,15.501909511534503
11/01/2016,Wishup,Consumer Internet,New Delhi,"500 Startups, Mato Peric, TracxnLabs",Seed Funding,0.0
11/01/2016,FreshMenu,Consumer Internet,Bengaluru,"Zodius Capital, Lightspeed Venture Partners",Private Equity,16.61887093887081
11/01/2016,SavvyMob,ECommerce,Bengaluru,"TV Mohandas Pai, LetsVenture",Seed Funding,13.815510557964274
11/01/2016,Fashionablyin,Consumer Internet,Mumbai,Ranjan Mahtani,Seed Funding,0.0
12/01/2016,Shopclues,ECommerce,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,18.420680743952367
12/01/2016,Hike Messenger,Consumer Internet,New Delhi,"Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others",Private Equity,0.0
12/01/2016,iBus Networks,Technology,Bengaluru,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,14.648419680899378
12/01/2016,Happy2Refer,Consumer Internet,Mumbai,"Equity Crest, Vinners, Sparknext",Seed Funding,12.429216196844383
13/01/2016,CarTrade,Consumer Internet,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,18.792244300384848
13/01/2016,Rentomo,Consumer Internet,Bengaluru,Shiva Ashok & Other unnamed investors,Seed Funding,11.512925464970229
13/01/2016,Roder,Consumer Internet,New Delhi,Unicorn India Ventures,Seed Funding,12.388394202324129
13/01/2016,Bucker,Consumer Internet,Hyderabad,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",Seed Funding,0.0
13/01/2016,Care24,Healthcare,Mumbai,"SAIF Partners, India Quotient",Private Equity,15.201804919084164
13/01/2016,Obino,Healthcare,Mumbai,RoundGlass Partners,Private Equity,0.0
14/01/2016,Snapshopr,Consumer Internet,Bengaluru,Amod Malviya,Seed Funding,0.0
14/01/2016,Buildkar,ECommerce,Bengaluru,"Mustafa Wajid, Umang Kumar & Others",Seed Funding,0.0
14/01/2016,Orahi,Consumer Internet,Gurgaon,Indian Angel Network,Seed Funding,13.16158409055761
14/01/2016,Zapr,Technology,Gurgaon,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni",Seed Funding,0.0
15/01/2016,Remidio,Healthcare,Bengaluru,Cipher-Plexus Capital Advisors & Indian HNIs,Private Equity,0.0
15/01/2016,Fitso,Consumer Internet,Gurgaon,"Varun Khurana, Samar Singla, Vinay Bansal,",Seed Funding,12.206072645530174
15/01/2016,evibe.in,Consumer Internet,Bengaluru,"Hyderabad Angels, Lalit Mangal,\\xc2\\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad",Seed Funding,0.0
15/01/2016,Zoctr,Consumer Internet,Mumbai,Times Group,Seed Funding,0.0
15/01/2016,Jobick,Consumer Internet,Noida,Abhinav Mathur,Seed Funding,0.0
16/01/2016,Plick,Consumer Internet,Mumbai,Sanjay Mehta,Seed Funding,0.0
18/01/2016,Voice Friends,Consumer Internet,Mumbai,Huzaifa Khorakiwala,Seed Funding,0.0
18/01/2016,Kartrocket,Consumer Internet,New Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",Private Equity,15.60727002719233
19/01/2016,Swiggy,Consumer Internet,Bengaluru,"Harmony Partners, RB Investments & existing investors",Private Equity,17.37085861945369
19/01/2016,TinyStep,Consumer Internet,Bengaluru,Flipkart,Seed Funding,0.0
19/01/2016,Cashkaro,Consumer Internet,Gurgaon,Ratan Tata,Private Equity,0.0
19/01/2016,Gameezop,Consumer Internet,New Delhi,Anand Chandrasekaran & Others,Seed Funding,0.0
19/01/2016,DailyObjects,ECommerce,New Delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",Private Equity,14.151982794585487
19/01/2016,Indus OS,Technology,Mumbai,"Omidyar Network,",Private Equity,15.424948470398375
19/01/2016,CollegeDunia,Consumer Internet,New Delhi,Umang Kumar,Seed Funding,13.005829561148378
19/01/2016,Villgro,Finance,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,15.068273526459642
20/01/2016,Reddoorz,Consumer Internet,New Delhi,500 Startups,Private Equity,0.0
20/01/2016,IndustryBuying,ECommerce,New Delhi,Trifecta Capital,Private Equity,14.403297222866392
20/01/2016,Just Buy Live,ECommerce,Mumbai,Alpha Capital,Private Equity,16.811242831518264
20/01/2016,IMbesharam,ECommerce,Multiple Cities,Undisclosed US Based Investors,Private Equity,15.201804919084164
20/01/2016,Moodoo,Consumer Internet,Multiple Cities,Sa\\xc3\\xafd Business School Seed Fund.,Seed Funding,10.596634733096073
20/01/2016,Saral Designs,Healthcare,Mumbai,"Farooq Adam, Ambi Parameswaran,",Seed Funding,0.0
21/01/2016,FirstCry,ECommerce,Pune,Ratan Tata,Private Equity,0.0
21/01/2016,Fisdom,Consumer Internet,Bengaluru,Rob Chandra,Seed Funding,13.122363377404328
21/01/2016,Easypolicy,Consumer Internet,Noida,Unilazer Ventures,Private Equity,14.603967918328545
21/01/2016,Housing.com,Consumer Internet,Mumbai,SoftBank Corp,Private Equity,16.523560759066484
21/01/2016,CREO,Technology,Bengaluru,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,14.914122846632385
22/01/2016,ShabdaNagari,Consumer Internet,Kanpur,Kanpur Angels & Others,Seed Funding,12.206072645530174
22/01/2016,Little,Consumer Internet,Bengaluru,GIC,Private Equity,0.0
22/01/2016,SnapBizz,ECommerce,Bengaluru,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,15.789591583986283
22/01/2016,Qlivery,Consumer Internet,Gurgaon,Chandigarh Angels Funding,Seed Funding,0.0
22/01/2016,PlexusMD,Consumer Internet,Ahmedabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",Seed Funding,0.0
22/01/2016,Silvan,Technology,Bengaluru,The Chennai Angels,Seed Funding,13.151922179645874
22/01/2016,EPS,Technology,Mumbai,APIS Partners,Private Equity,17.37085861945369
22/01/2016,Qubole,Technology,Bengaluru,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,17.216707939626428
22/01/2016,Gajty,Healthcare,Gurgaon,Purvi Ventures,Seed Funding,0.0
25/01/2016,SIFTR Labs,Consumer Internet,Mumbai,Venture Catalysts,Seed Funding,11.918390573078392
25/01/2016,Power2SME,Consumer Internet,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,16.860032995687696
25/01/2016,SkyCandle,ECommerce,New Delhi,GPA group,Private Equity,0.0
27/01/2016,Teabox.com,ECommerce,Siliguri,Ratan Tata,Private Equity,0.0
27/01/2016,Buildzar,ECommerce,Gurgaon,Puneet Dalmia,Private Equity,15.201804919084164
27/01/2016,Applicate,Technology,Bengaluru,Undisclosed investors,Seed Funding,13.815510557964274
27/01/2016,WhatsOnRent,ECommerce,Bengaluru,Lalit Mangal & Others,Seed Funding,0.0
28/01/2016,Zebi (yet to launch),Technology,Hyderabad,Un disclosed investors,Seed Funding,13.815510557964274
28/01/2016,Truce,FMCG,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,12.821258284620408
28/01/2016,JustDoc,Consumer Interne,Bengaluru,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed Funding,0.0
28/01/2016,Myeglu,Technology,Bengaluru,Foxconn Technology Group & Others,Seed Funding,0.0
29/01/2016,BitGiving,Consumer Internet,New Delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",Seed Funding,0.0
29/01/2016,Qriyo,Consumer Internet,Jodhpur,Idein Ventures,Seed Funding,11.982929094215963
29/01/2016,N.O.W,Consumer Internet,Noida,Maple Capital Advisors,Seed Funding,0.0
29/01/2016,Aisle,Consumer Internet,Bengaluru,"TermSheet, ah! Ventures",Seed Funding,12.128111104060462
29/01/2016,FreshMenu,Consumer Internet,Bengaluru,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,16.64872390202049
29/01/2016,Truebil,ECommerce,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,15.454507272639919
29/01/2016,Rare Media,Technology,New Delhi,Info Edge (India) Ltd,Private Equity,13.9108207377686
29/01/2016,TinMen,Consumer Internet,Hyderabad,Lead Angel Network,Seed Funding,0.0
29/01/2016,CodingLabs,Technology,Hyderabad,Vineet Nalla,Seed Funding,0.0
30/01/2016,FindUrClass,Consumer Internet,Mumbai,"Amit Patni, Anirudh Damani, Samir Shah",Seed Funding,0.0
30/01/2016,DesignBids,Consumer Internet,New Delhi,Indian Angel Network,Seed Funding,0.0
01/12/2015,CollegeDekho,Online Education Information platform,Jaipur,GirnarSoft,Seed Funding,13.815510557964274
01/12/2015,Black White Orange Brands,Brand Licensing Startup,Mumbai,YouWeCan Ventures,Seed Funding,0.0
01/12/2015,Biteclub,Gourmet Food Discovery & Delivery platform,Gurgaon,growX ventures,Private Equity,0.0
01/12/2015,Patel Logistics,Transportation & Logistics Platform,Mumbai,Frontline Strategy,Private Equity,15.538277155705378
01/12/2015,Wigzo,Enterprise Marketing Automation platform,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,13.122363377404328
01/12/2015,Zapluk,"Health, Wellness & Beauty Services App",Hyderabad,Unknown,Seed Funding,0.0
01/12/2015,Godof Hospitals,Digital Healthcare,New Delhi,Pankaj Gupta,Seed Funding,14.508657738524219
02/12/2015,RoomsTonite,Last Minute Hotel Booking App,Bengaluru,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",Seed Funding,14.22097566607244
02/12/2015,Kaaryah,Womens Fashion Wear Portal,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,0.0
03/12/2015,Anakage,Product Learning platform,Bengaluru,CIO Angel Network (CAN),Seed Funding,0.0
03/12/2015,EasyKhaana,Online Food ordering & Delivery platform,New Delhi,Undisclosed investors,Seed Funding,11.512925464970229
03/12/2015,Shuttl,App based Bus Pooling Services,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,16.811242831518264
03/12/2015,Eckovation,Social Learning Platform,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,0.0
03/12/2015,Fitcircle,Social Fitness platform,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,0.0
04/12/2015,Applop,On Demand Mobile app developer,Kolkata,GHV Accelerator,Seed Funding,11.512925464970229
04/12/2015,CaRPM,Car Maintenance & Management mobile app,Gurgaon,GHV Accelerator,Seed Funding,11.512925464970229
04/12/2015,NDTV Wedding portal,Online Wedding Marketplace,New Delhi,CerraCap,Private Equity,16.811242831518264
